mshortName,murl,cname,cbestBuyYesCost,cbestBuyNoCost,cbestSellYesCost,cbestSellNoCost
Next Latin American leader out?,https://www.predictit.org/markets/detail/7793/Which-of-these-10-Latin-American-leaders-will-leave-office-next,Gabriel Boric,0.02,0.99,0.01,0.98
Next Latin American leader out?,https://www.predictit.org/markets/detail/7793/Which-of-these-10-Latin-American-leaders-will-leave-office-next,Xiomara Castro,0.02,0.99,0.01,0.98
Next Latin American leader out?,https://www.predictit.org/markets/detail/7793/Which-of-these-10-Latin-American-leaders-will-leave-office-next,A. M. López Obrador,0.02,0.99,0.01,0.98
Next Latin American leader out?,https://www.predictit.org/markets/detail/7793/Which-of-these-10-Latin-American-leaders-will-leave-office-next,Daniel Ortega,0.02,0.99,0.01,0.98
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Pierre Poilievre,0.96,0.05,0.95,0.04
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Jean Charest,0.04,0.97,0.03,0.96
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Scott Aitchison,0.01,,,0.99
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Roman Baber,0.01,,,0.99
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Patrick Brown,0.01,,,0.99
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Marc Dalton,0.01,,,0.99
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Leslyn Lewis,0.01,,,0.99
Canadian conservative leadership winner?,https://www.predictit.org/markets/detail/7804/Who-will-win-the-Canadian-Conservative-leadership-election,Leona Alleslev,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Sarah Palin,0.56,0.47,0.53,0.44
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Nick Begich III,0.44,0.58,0.42,0.56
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Mary Peltola,0.11,0.91,0.09,0.89
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Gregg Brelsford,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Christopher Constant,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Al Gross,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Tara Sweeney,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Josh Revak,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Santa Claus,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Adam Wool,0.01,,,0.99
Alaska at-large special winner?,https://www.predictit.org/markets/detail/7806/Who-will-win-the-2022-Alaska-at-large-special-election,Andrew Halcro,0.01,,,0.99
Reconciliation passes Senate by Sept. 2?,https://www.predictit.org/markets/detail/7813/Will-the-Senate-pass-a-bill-via-reconciliation-by-September-2,Will the Senate pass a bill via reconciliation by September 2?,0.67,0.35,0.65,0.33
Corporate tax rate for 2023?,https://www.predictit.org/markets/detail/7818/What-will-be-the-corporate-tax-rate-for-2023,21% or lower,0.99,0.02,0.98,0.01
Corporate tax rate for 2023?,https://www.predictit.org/markets/detail/7818/What-will-be-the-corporate-tax-rate-for-2023,21.1% to 24.5%,0.02,0.99,0.01,0.98
Corporate tax rate for 2023?,https://www.predictit.org/markets/detail/7818/What-will-be-the-corporate-tax-rate-for-2023,24.6% to 27.9%,0.02,0.99,0.01,0.98
Corporate tax rate for 2023?,https://www.predictit.org/markets/detail/7818/What-will-be-the-corporate-tax-rate-for-2023,28% or higher,0.02,0.99,0.01,0.98
Trump endorsement in MO Senate primary?,https://www.predictit.org/markets/detail/7826/Whom-will-Trump-endorse-in-the-2022-Missouri-Republican-Senate-primary,Eric Schmitt,0.55,0.59,0.41,0.45
Trump endorsement in MO Senate primary?,https://www.predictit.org/markets/detail/7826/Whom-will-Trump-endorse-in-the-2022-Missouri-Republican-Senate-primary,Eric Greitens,0.15,0.89,0.11,0.85
Trump endorsement in MO Senate primary?,https://www.predictit.org/markets/detail/7826/Whom-will-Trump-endorse-in-the-2022-Missouri-Republican-Senate-primary,Billy Long,0.04,0.99,0.01,0.96
Trump endorsement in MO Senate primary?,https://www.predictit.org/markets/detail/7826/Whom-will-Trump-endorse-in-the-2022-Missouri-Republican-Senate-primary,Vicky Hartzler,0.01,,,0.99
Trump endorsement in MO Senate primary?,https://www.predictit.org/markets/detail/7826/Whom-will-Trump-endorse-in-the-2022-Missouri-Republican-Senate-primary,Mark McCloskey,0.01,,,0.99
Which party will win NY governor's race?,https://www.predictit.org/markets/detail/7837/Which-party-will-win-the-2022-New-York-gubernatorial-election,Democratic,0.93,0.08,0.92,0.07
Which party will win NY governor's race?,https://www.predictit.org/markets/detail/7837/Which-party-will-win-the-2022-New-York-gubernatorial-election,Republican,0.09,0.92,0.08,0.91
Which party will win NY governor's race?,https://www.predictit.org/markets/detail/7837/Which-party-will-win-the-2022-New-York-gubernatorial-election,Independent,0.01,,,0.99
Hawaii Democratic nominee for governor?,https://www.predictit.org/markets/detail/7842/Who-will-win-the-2022-Hawaii-Democratic-gubernatorial-nomination,Josh Green,,0.01,0.99,
Hawaii Democratic nominee for governor?,https://www.predictit.org/markets/detail/7842/Who-will-win-the-2022-Hawaii-Democratic-gubernatorial-nomination,Kirk Caldwell,0.01,,,0.99
Hawaii Democratic nominee for governor?,https://www.predictit.org/markets/detail/7842/Who-will-win-the-2022-Hawaii-Democratic-gubernatorial-nomination,Vicky Cayetano,0.01,,,0.99
Hawaii Democratic nominee for governor?,https://www.predictit.org/markets/detail/7842/Who-will-win-the-2022-Hawaii-Democratic-gubernatorial-nomination,Kai Kahele,0.01,,,0.99
Hawaii Democratic nominee for governor?,https://www.predictit.org/markets/detail/7842/Who-will-win-the-2022-Hawaii-Democratic-gubernatorial-nomination,Colleen Hanabusa,0.01,,,0.99
Johnson stays UK PM through August?,https://www.predictit.org/markets/detail/7846/Will-Boris-Johnson-remain-British-prime-minister-through-August,Will Boris Johnson remain British prime minister through August?,0.95,0.06,0.94,0.05
Feinstein remains senator through 9/30?,https://www.predictit.org/markets/detail/7853/Will-Dianne-Feinstein-remain-a-US-senator-through-Sept-30,Will Dianne Feinstein remain a US senator through Sept. 30?,0.96,0.05,0.95,0.04
Rhode Island Dem nominee for governor?,https://www.predictit.org/markets/detail/7874/Who-will-win-the-2022-Rhode-Island-Democratic-gubernatorial-nomination,Dan McKee,0.6,0.41,0.59,0.4
Rhode Island Dem nominee for governor?,https://www.predictit.org/markets/detail/7874/Who-will-win-the-2022-Rhode-Island-Democratic-gubernatorial-nomination,Nellie Gorbea,0.36,0.67,0.33,0.64
Rhode Island Dem nominee for governor?,https://www.predictit.org/markets/detail/7874/Who-will-win-the-2022-Rhode-Island-Democratic-gubernatorial-nomination,Helena Foulkes,0.13,0.89,0.11,0.87
Rhode Island Dem nominee for governor?,https://www.predictit.org/markets/detail/7874/Who-will-win-the-2022-Rhode-Island-Democratic-gubernatorial-nomination,Matt Brown,0.01,,,0.99
Rhode Island Dem nominee for governor?,https://www.predictit.org/markets/detail/7874/Who-will-win-the-2022-Rhode-Island-Democratic-gubernatorial-nomination,Luis Daniel Muñoz,0.01,,,0.99
Which party will win CO governor's race?,https://www.predictit.org/markets/detail/7883/Which-party-will-win-the-2022-Colorado-gubernatorial-election,Democratic,0.96,0.06,0.94,0.04
Which party will win CO governor's race?,https://www.predictit.org/markets/detail/7883/Which-party-will-win-the-2022-Colorado-gubernatorial-election,Republican,0.06,0.95,0.05,0.94
Which party will win the IL Senate race?,https://www.predictit.org/markets/detail/7884/Which-party-will-win-the-2022-US-Senate-election-in-Illinois,Democratic,0.96,0.05,0.95,0.04
Which party will win the IL Senate race?,https://www.predictit.org/markets/detail/7884/Which-party-will-win-the-2022-US-Senate-election-in-Illinois,Republican,0.05,0.96,0.04,0.95
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,McCormick ≥ 151,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,McCormick ≤ 150,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz ≤ 150,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 151 to 300,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 301 to 450,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 451 to 600,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 601 to 750,0.02,0.99,0.01,0.98
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 751 to 900,0.09,0.96,0.04,0.91
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 901 to 1050,0.9,0.15,0.85,0.1
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 1051 to 1200,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz 1201 to 1350,0.01,,,0.99
PA-Sen GOP primary margin of victory?,https://www.predictit.org/markets/detail/7918/What-will-be-the-vote-margin-in-the-Pennsylvania-Republican-Senate-primary,Oz ≥ 1351,0.01,,,0.99
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Carlina Rivera,0.43,0.58,0.42,0.57
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Yuh-Line Niou,0.34,0.67,0.33,0.66
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Daniel Goldman,0.2,0.82,0.18,0.8
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Mondaire Jones,0.09,0.93,0.07,0.91
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Jo Anne Simon,0.05,0.97,0.03,0.95
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Max Rose,0.01,,,0.99
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Bill de Blasio,0.01,,,0.99
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Yan Xiong,0.01,,,0.99
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Kathryn Garcia,0.01,,,0.99
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Elizabeth Holtzman,0.02,,,0.98
NY-10 Democratic nominee?,https://www.predictit.org/markets/detail/7927/Who-will-win-the-Democratic-nomination-in-the-NY-10-House-election,Simcha Felder,0.01,,,0.99
NY-17 Democratic nominee?,https://www.predictit.org/markets/detail/7929/Who-will-win-the-Democratic-nomination-in-the-NY-17-House-election,Sean Patrick Maloney,0.83,0.24,0.76,0.17
NY-17 Democratic nominee?,https://www.predictit.org/markets/detail/7929/Who-will-win-the-Democratic-nomination-in-the-NY-17-House-election,Alessandra Biaggi,0.23,0.83,0.17,0.77
NY-12 Democratic nominee?,https://www.predictit.org/markets/detail/7935/Who-will-win-the-Democratic-nomination-in-the-NY-12-House-election,Carolyn Maloney,0.58,0.47,0.53,0.42
NY-12 Democratic nominee?,https://www.predictit.org/markets/detail/7935/Who-will-win-the-Democratic-nomination-in-the-NY-12-House-election,Jerry Nadler,0.44,0.59,0.41,0.56
NY-12 Democratic nominee?,https://www.predictit.org/markets/detail/7935/Who-will-win-the-Democratic-nomination-in-the-NY-12-House-election,Suraj Patel,0.07,0.94,0.06,0.93
NY-12 Democratic nominee?,https://www.predictit.org/markets/detail/7935/Who-will-win-the-Democratic-nomination-in-the-NY-12-House-election,Rana Abdelhamid,0.01,,,0.99
San Jose mayoral election winner?,https://www.predictit.org/markets/detail/7943/Who-will-be-elected-San-Jose-mayor-in-2022,Cindy Chavez,0.78,0.26,0.74,0.22
San Jose mayoral election winner?,https://www.predictit.org/markets/detail/7943/Who-will-be-elected-San-Jose-mayor-in-2022,Matt Mahan,0.25,0.8,0.2,0.75
San Jose mayoral election winner?,https://www.predictit.org/markets/detail/7943/Who-will-be-elected-San-Jose-mayor-in-2022,Dev Davis,0.01,,,0.99
San Jose mayoral election winner?,https://www.predictit.org/markets/detail/7943/Who-will-be-elected-San-Jose-mayor-in-2022,Raul Peralez,0.01,,,0.99
San Jose mayoral election winner?,https://www.predictit.org/markets/detail/7943/Who-will-be-elected-San-Jose-mayor-in-2022,Jim Spence,0.01,,,0.99
NY-19 special election party winner?,https://www.predictit.org/markets/detail/7966/Which-party-will-win-the-2022-House-special-election-in-NY-19,Republican,0.75,0.29,0.71,0.25
NY-19 special election party winner?,https://www.predictit.org/markets/detail/7966/Which-party-will-win-the-2022-House-special-election-in-NY-19,Democratic,0.3,0.74,0.26,0.7
Montgomery County exec Dem nominee?,"https://www.predictit.org/markets/detail/8014/Who-will-win-the-Democratic-nomination-for-Montgomery-County,-MD-executive",David Blair,0.77,0.28,0.72,0.23
Montgomery County exec Dem nominee?,"https://www.predictit.org/markets/detail/8014/Who-will-win-the-Democratic-nomination-for-Montgomery-County,-MD-executive",Marc Elrich,0.29,0.77,0.23,0.71
Montgomery County exec Dem nominee?,"https://www.predictit.org/markets/detail/8014/Who-will-win-the-Democratic-nomination-for-Montgomery-County,-MD-executive",Hans Riemer,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Cox ≥ 8%,0.94,0.08,0.92,0.06
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Cox 6% - 8%,0.05,0.96,0.04,0.95
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Cox 4% - 6%,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Cox 2% - 4%,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Cox under 2%,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Schulz under 2%,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Schulz 2% - 4%,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Schulz 4% - 6%,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Schulz 6% - 8%,0.01,,,0.99
Maryland GOP gov primary MOV?,https://www.predictit.org/markets/detail/8015/What-will-be-the-margin-in-the-Maryland-Republican-gubernatorial-primary,Schulz ≥ 8%,0.01,,,0.99
Kansas passes anti-abortion measure?,https://www.predictit.org/markets/detail/8016/Will-Kansas-voters-pass-the-ballot-measure-to-overturn-state-abortion-rights,Will Kansas voters pass the ballot measure to overturn state abortion rights?,0.43,0.62,0.38,0.57
Next UK Conservative leader?,https://www.predictit.org/markets/detail/8019/Who-will-win-the-UK-Conservative-Party-leadership-election,Liz Truss,0.92,0.09,0.91,0.08
Next UK Conservative leader?,https://www.predictit.org/markets/detail/8019/Who-will-win-the-UK-Conservative-Party-leadership-election,Rishi Sunak,0.1,0.92,0.08,0.9
Next UK Conservative leader?,https://www.predictit.org/markets/detail/8019/Who-will-win-the-UK-Conservative-Party-leadership-election,Tom Tugendhat,0.01,,,0.99
Next UK Conservative leader?,https://www.predictit.org/markets/detail/8019/Who-will-win-the-UK-Conservative-Party-leadership-election,Kemi Badenoch,0.01,,,0.99
Next UK Conservative leader?,https://www.predictit.org/markets/detail/8019/Who-will-win-the-UK-Conservative-Party-leadership-election,Penny Mordaunt,0.01,,,0.99
MI-03 Republican nominee?,https://www.predictit.org/markets/detail/8020/Who-will-win-the-Republican-nomination-for-the-MI-03-House-election,John Gibbs,0.68,0.33,0.67,0.32
MI-03 Republican nominee?,https://www.predictit.org/markets/detail/8020/Who-will-win-the-Republican-nomination-for-the-MI-03-House-election,Peter Meijer,0.33,0.69,0.31,0.67
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,< 1%,0.01,,,0.99
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,1% to 2%,0.33,0.75,0.25,0.67
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,2% to 3%,0.74,0.32,0.68,0.26
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,3% to 4%,0.01,,,0.99
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,4% to 5%,0.01,,,0.99
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,5% to 6%,0.01,,,0.99
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,6% to 7%,0.01,,,0.99
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,7% to 8%,0.01,,,0.99
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,8% to 9%,0.01,,,0.99
Maryland Dem gov primary MOV?,https://www.predictit.org/markets/detail/8022/What-will-be-the-margin-in-the-Maryland-Democratic-gubernatorial-primary,≥ 9%,0.01,,,0.99
Herrera Beutler top 2 in WA-03 primary?,https://www.predictit.org/markets/detail/8023/Will-Jaime-Herrera-Beutler-finish-in-the-top-two-in-WA-03-primary,Will Jaime Herrera Beutler finish in the top two in WA-03 primary?,0.55,0.47,0.53,0.45
Newhouse first in WA-04 primary?,https://www.predictit.org/markets/detail/8024/Will-Dan-Newhouse-finish-first-in-the-WA-04-primary,Will Dan Newhouse finish first in the WA-04 primary?,0.31,0.71,0.29,0.69
AZ-06 Democratic nominee?,https://www.predictit.org/markets/detail/8026/Who-will-win-the-Democratic-nomination-in-the-AZ-06-House-election,Daniel Hernández Jr.,0.72,0.37,0.63,0.28
AZ-06 Democratic nominee?,https://www.predictit.org/markets/detail/8026/Who-will-win-the-Democratic-nomination-in-the-AZ-06-House-election,Kirsten Engel,0.31,0.73,0.27,0.69
AZ-06 Republican nominee?,https://www.predictit.org/markets/detail/8027/Who-will-win-the-Republican-nomination-in-the-AZ-06-House-election,Juan Ciscomani,0.9,0.13,0.87,0.1
AZ-06 Republican nominee?,https://www.predictit.org/markets/detail/8027/Who-will-win-the-Republican-nomination-in-the-AZ-06-House-election,Kathleen Winn,0.09,0.93,0.07,0.91
AZ-06 Republican nominee?,https://www.predictit.org/markets/detail/8027/Who-will-win-the-Republican-nomination-in-the-AZ-06-House-election,Brandon Martin,0.05,0.97,0.03,0.95
AZ-06 Republican nominee?,https://www.predictit.org/markets/detail/8027/Who-will-win-the-Republican-nomination-in-the-AZ-06-House-election,Young Mayberry,0.02,0.99,0.01,0.98
AZ-06 Republican nominee?,https://www.predictit.org/markets/detail/8027/Who-will-win-the-Republican-nomination-in-the-AZ-06-House-election,Lucretia Free,0.02,,,0.98
AZ-02 Republican nominee?,https://www.predictit.org/markets/detail/8028/Who-will-win-the-Republican-nomination-in-the-AZ-02-House-election,Eli Crane,0.77,0.26,0.74,0.23
AZ-02 Republican nominee?,https://www.predictit.org/markets/detail/8028/Who-will-win-the-Republican-nomination-in-the-AZ-02-House-election,Walter Blackman,0.23,0.8,0.2,0.77
AZ-02 Republican nominee?,https://www.predictit.org/markets/detail/8028/Who-will-win-the-Republican-nomination-in-the-AZ-02-House-election,Mark DeLuzio,0.05,0.96,0.04,0.95
AZ-02 Republican nominee?,https://www.predictit.org/markets/detail/8028/Who-will-win-the-Republican-nomination-in-the-AZ-02-House-election,Ron Watkins,0.01,,,0.99
MO-01 Democratic nominee?,https://www.predictit.org/markets/detail/8029/Who-will-win-the-Democratic-nomination-in-the-MO-01-House-election,Cori Bush,0.97,0.06,0.94,0.03
MO-01 Democratic nominee?,https://www.predictit.org/markets/detail/8029/Who-will-win-the-Democratic-nomination-in-the-MO-01-House-election,Steve Roberts,0.06,0.98,0.02,0.94
MI-12 Democratic nominee?,https://www.predictit.org/markets/detail/8030/Who-will-win-the-Democratic-nomination-in-the-MI-12-House-election,Rashida Tlaib,0.97,0.04,0.96,0.03
MI-12 Democratic nominee?,https://www.predictit.org/markets/detail/8030/Who-will-win-the-Democratic-nomination-in-the-MI-12-House-election,Janice Winfrey,0.04,0.97,0.03,0.96
MI-12 Democratic nominee?,https://www.predictit.org/markets/detail/8030/Who-will-win-the-Democratic-nomination-in-the-MI-12-House-election,Shanelle Jackson,0.01,,,0.99
MI-13 Democratic nominee?,https://www.predictit.org/markets/detail/8033/Who-will-win-the-Democratic-nomination-in-the-MI-13-House-election,Adam Hollier,0.69,0.36,0.64,0.31
MI-13 Democratic nominee?,https://www.predictit.org/markets/detail/8033/Who-will-win-the-Democratic-nomination-in-the-MI-13-House-election,Shri Thanedar,0.32,0.74,0.26,0.68
MI-13 Democratic nominee?,https://www.predictit.org/markets/detail/8033/Who-will-win-the-Democratic-nomination-in-the-MI-13-House-election,Portia Roberson,0.13,0.9,0.1,0.87
MI-13 Democratic nominee?,https://www.predictit.org/markets/detail/8033/Who-will-win-the-Democratic-nomination-in-the-MI-13-House-election,Sharon McPhail,0.05,0.97,0.03,0.95
MI-13 Democratic nominee?,https://www.predictit.org/markets/detail/8033/Who-will-win-the-Democratic-nomination-in-the-MI-13-House-election,John Conyers III,0.01,,,0.99
MO-04 Republican nominee?,https://www.predictit.org/markets/detail/8034/Who-will-win-the-Republican-nomination-in-the-MO-04-House-election,Mark Alford,0.74,0.3,0.7,0.26
MO-04 Republican nominee?,https://www.predictit.org/markets/detail/8034/Who-will-win-the-Republican-nomination-in-the-MO-04-House-election,Rick Brattin,0.19,0.85,0.15,0.81
MO-04 Republican nominee?,https://www.predictit.org/markets/detail/8034/Who-will-win-the-Republican-nomination-in-the-MO-04-House-election,Taylor Burks,0.15,0.87,0.13,0.85
MO-04 Republican nominee?,https://www.predictit.org/markets/detail/8034/Who-will-win-the-Republican-nomination-in-the-MO-04-House-election,Kalena Bruce,0.05,0.97,0.03,0.95
MO-04 Republican nominee?,https://www.predictit.org/markets/detail/8034/Who-will-win-the-Republican-nomination-in-the-MO-04-House-election,Jim Campbell,0.01,,,0.99
MI-08 Republican nominee?,https://www.predictit.org/markets/detail/8035/Who-will-win-the-Republican-nomination-for-the-MI-08-House-election,Paul Junge,0.95,0.07,0.93,0.05
MI-08 Republican nominee?,https://www.predictit.org/markets/detail/8035/Who-will-win-the-Republican-nomination-for-the-MI-08-House-election,Matthew Seely,0.1,0.97,0.03,0.9
MI-08 Republican nominee?,https://www.predictit.org/markets/detail/8035/Who-will-win-the-Republican-nomination-for-the-MI-08-House-election,Candice Miller,0.06,0.98,0.02,0.94
MO-07 Republican nominee?,https://www.predictit.org/markets/detail/8037/Who-will-win-the-Republican-nomination-in-the-MO-07-House-election,Eric Burlison,0.77,0.41,0.59,0.23
MO-07 Republican nominee?,https://www.predictit.org/markets/detail/8037/Who-will-win-the-Republican-nomination-in-the-MO-07-House-election,Jay Wasson,0.39,0.76,0.24,0.61
MO-07 Republican nominee?,https://www.predictit.org/markets/detail/8037/Who-will-win-the-Republican-nomination-in-the-MO-07-House-election,Mike Moon,0.01,,,0.99
MO-07 Republican nominee?,https://www.predictit.org/markets/detail/8037/Who-will-win-the-Republican-nomination-in-the-MO-07-House-election,C. Lombardi-Olive,0.01,,,0.99
Arizona GOP secretary of state nominee?,https://www.predictit.org/markets/detail/8038/Who-will-win-the-2022-Arizona-Republican-secretary-of-state-nomination,Mark Finchem,0.88,0.15,0.85,0.12
Arizona GOP secretary of state nominee?,https://www.predictit.org/markets/detail/8038/Who-will-win-the-2022-Arizona-Republican-secretary-of-state-nomination,Beau Lane,0.17,0.89,0.11,0.83
Arizona GOP secretary of state nominee?,https://www.predictit.org/markets/detail/8038/Who-will-win-the-2022-Arizona-Republican-secretary-of-state-nomination,Shawnna Bolick,0.01,,,0.99
Arizona GOP secretary of state nominee?,https://www.predictit.org/markets/detail/8038/Who-will-win-the-2022-Arizona-Republican-secretary-of-state-nomination,Michelle Ugenti-Rita,0.01,,,0.99
WA-09 primary leader?,https://www.predictit.org/markets/detail/8040/Who-will-win-the-most-votes-in-the-WA-09-House-primary,Adam Smith,0.99,0.02,0.98,0.01
WA-09 primary leader?,https://www.predictit.org/markets/detail/8040/Who-will-win-the-most-votes-in-the-WA-09-House-primary,Stephanie Gallardo,0.02,0.99,0.01,0.98
